model,max_tokens,max_input_tokens,max_output_tokens,input_cost_per_token,output_cost_per_token,litellm_provider,mode,supports_function_calling,supports_parallel_function_calling,supports_vision,source,output_vector_size,input_cost_per_pixel,output_cost_per_pixel,input_cost_per_second,output_cost_per_second,input_cost_per_character,supports_assistant_prefill,input_cost_per_token_cache_hit,supports_tool_choice,tool_use_system_prompt_tokens,output_cost_per_character,input_cost_per_image,input_cost_per_video_per_second,input_cost_per_audio_per_second,input_cost_per_token_above_128k_tokens,input_cost_per_character_above_128k_tokens,output_cost_per_token_above_128k_tokens,output_cost_per_character_above_128k_tokens,output_cost_per_image,output_cost_per_video_per_second,output_cost_per_audio_per_second,supports_system_messages,supports_response_schema,max_images_per_prompt,max_videos_per_prompt,max_video_length,max_audio_length_hours,max_audio_per_prompt,max_pdf_size_mb,cost_per_image,input_cost_per_token_batch_requests,input_cost_per_request
bedrock/us-west-2/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0110000000,0.0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0061100000,0.0061100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/anthropic.claude-instant-v1,8191,100000,8191,0.0000008000,0.0000024000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/anthropic.claude-instant-v1,8191,100000,8191,0.0000022300,0.0000075500,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0147500000,0.0147500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0081940000,0.0081940000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/anthropic.claude-instant-v1,8191,100000,8191,0.0000024800,0.0000083800,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0163500000,0.0163500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0090830000,0.0090830000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-text-v14,4096,4096,4096,0.0000015000,0.0000020000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/1-month-commitment/cohere.command-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0110000000,0.0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/6-month-commitment/cohere.command-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0066027000,0.0066027000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-light-text-v14,4096,4096,4096,0.0000003000,0.0000006000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/1-month-commitment/cohere.command-light-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0019020000,0.0019020000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/6-month-commitment/cohere.command-light-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0011416000,0.0011416000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-r-plus-v1:0,4096,128000,4096,0.0000030000,0.0000150000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-r-v1:0,4096,128000,4096,0.0000005000,0.0000015000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.embed-english-v3,512,512,,0.0000001000,0.0000000000,bedrock,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.embed-multilingual-v3,512,512,,0.0000001000,0.0000000000,bedrock,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama2-13b-chat-v1,4096,4096,4096,0.0000007500,0.0000010000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama2-70b-chat-v1,4096,4096,4096,0.0000019500,0.0000025600,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-8b-instruct-v1:0,8192,8192,8192,0.0000004000,0.0000006000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-70b-instruct-v1:0,8192,8192,8192,0.0000026500,0.0000035000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-8b-instruct-v1:0,128000,128000,2048,0.0000004000,0.0000006000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-70b-instruct-v1:0,128000,128000,2048,0.0000026500,0.0000035000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-405b-instruct-v1:0,128000,128000,4096,0.0000053200,0.0000160000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
512-x-512/50-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0180000000,,,,,,,,,,,,,
512-x-512/max-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0360000000,,,,,,,,,,,,,
max-x-max/50-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0360000000,,,,,,,,,,,,,
max-x-max/max-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0720000000,,,,,,,,,,,,,
1024-x-1024/50-steps/stability.stable-diffusion-xl-v1,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0400000000,,,,,,,,,,,,,
1024-x-1024/max-steps/stability.stable-diffusion-xl-v1,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0800000000,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-7b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-7b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-13b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-13b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-70b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-70b-b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-up-to-4b,,,,0.0000001000,0.0000001000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-4.1b-8b,,,,0.0000002000,0.0000002000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-8.1b-21b,1000,,,0.0000003000,0.0000003000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-21.1b-41b,,,,0.0000008000,0.0000008000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-41.1b-80b,,,,0.0000009000,0.0000009000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-81.1b-110b,,,,0.0000018000,0.0000018000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1,,,,0.0000006000,0.0000006000,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/mistralai/Mistral-7B-Instruct-v0.1,,,,,,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/togethercomputer/CodeLlama-34b-Instruct,,,,,,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/codegemma,8192,8192,8192,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/codegeex4,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/deepseek-coder-v2-instruct,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/deepseek-coder-v2-base,8192,8192,8192,0.0000000000,0.0000000000,ollama,completion,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/deepseek-coder-v2-lite-instruct,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/deepseek-coder-v2-lite-base,8192,8192,8192,0.0000000000,0.0000000000,ollama,completion,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/internlm2_5-20b-chat,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama2,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama2:13b,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama2:70b,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama2-uncensored,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama3,8192,8192,8192,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama3:70b,8192,8192,8192,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/llama3.1,32768,8192,8192,0.0000000000,0.0000000000,ollama,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mistral-large-instruct-2407,65536,65536,8192,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mistral,8192,8192,8192,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mistral-7B-Instruct-v0.1,8192,8192,8192,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mistral-7B-Instruct-v0.2,32768,32768,32768,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mixtral-8x7B-Instruct-v0.1,32768,32768,32768,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/mixtral-8x22B-Instruct-v0.1,65536,65536,65536,0.0000000000,0.0000000000,ollama,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/codellama,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/orca-mini,4096,4096,4096,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/vicuna,2048,2048,2048,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/lizpreciatior/lzlv_70b_fp16_hf,4096,4096,4096,0.0000007000,0.0000009000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/Gryphe/MythoMax-L2-13b,4096,4096,4096,0.0000002200,0.0000002200,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/mistralai/Mistral-7B-Instruct-v0.1,8191,32768,8191,0.0000001300,0.0000001300,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/meta-llama/Llama-2-70b-chat-hf,4096,4096,4096,0.0000007000,0.0000009000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/cognitivecomputations/dolphin-2.6-mixtral-8x7b,8191,32768,8191,0.0000002700,0.0000002700,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/codellama/CodeLlama-34b-Instruct-hf,4096,4096,4096,0.0000006000,0.0000006000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/deepinfra/mixtral,4096,32000,4096,0.0000002700,0.0000002700,deepinfra,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/Phind/Phind-CodeLlama-34B-v2,4096,16384,4096,0.0000006000,0.0000006000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/mistralai/Mixtral-8x7B-Instruct-v0.1,8191,32768,8191,0.0000002700,0.0000002700,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/deepinfra/airoboros-70b,4096,4096,4096,0.0000007000,0.0000009000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/01-ai/Yi-34B-Chat,4096,4096,4096,0.0000006000,0.0000006000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/01-ai/Yi-6B-200K,4096,200000,4096,0.0000001300,0.0000001300,deepinfra,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/jondurbin/airoboros-l2-70b-gpt4-1.4.1,4096,4096,4096,0.0000007000,0.0000009000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/meta-llama/Llama-2-13b-chat-hf,4096,4096,4096,0.0000002200,0.0000002200,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/amazon/MistralLite,8191,32768,8191,0.0000002000,0.0000002000,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/meta-llama/Llama-2-7b-chat-hf,4096,4096,4096,0.0000001300,0.0000001300,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/meta-llama/Meta-Llama-3-8B-Instruct,8191,8191,4096,0.0000000800,0.0000000800,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/meta-llama/Meta-Llama-3-70B-Instruct,8191,8191,4096,0.0000005900,0.0000007900,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/01-ai/Yi-34B-200K,4096,200000,4096,0.0000006000,0.0000006000,deepinfra,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepinfra/openchat/openchat_3.5,4096,4096,4096,0.0000001300,0.0000001300,deepinfra,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/codellama-34b-instruct,16384,16384,16384,0.0000003500,0.0000014000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/codellama-70b-instruct,16384,16384,16384,0.0000007000,0.0000028000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/pplx-7b-chat,8192,8192,8192,0.0000000700,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/pplx-70b-chat,4096,4096,4096,0.0000007000,0.0000028000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/pplx-7b-online,4096,4096,4096,0.0000000000,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050000000
perplexity/pplx-70b-online,4096,4096,4096,0.0000000000,0.0000028000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050000000
perplexity/llama-2-70b-chat,4096,4096,4096,0.0000007000,0.0000028000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/mistral-7b-instruct,4096,4096,4096,0.0000000700,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/mixtral-8x7b-instruct,4096,4096,4096,0.0000000700,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/sonar-small-chat,16384,16384,16384,0.0000000700,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/sonar-small-online,12000,12000,12000,0.0000000000,0.0000002800,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050000000
perplexity/sonar-medium-chat,16384,16384,16384,0.0000006000,0.0000018000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perplexity/sonar-medium-online,12000,12000,12000,0.0000000000,0.0000018000,perplexity,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050000000
fireworks_ai/accounts/fireworks/models/firefunction-v2,8192,8192,8192,0.0000009000,0.0000009000,fireworks_ai,chat,True,,,https://fireworks.ai/pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireworks_ai/accounts/fireworks/models/mixtral-8x22b-instruct-hf,65536,65536,65536,0.0000012000,0.0000012000,fireworks_ai,chat,True,,,https://fireworks.ai/pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireworks_ai/accounts/fireworks/models/qwen2-72b-instruct,32768,32768,32768,0.0000009000,0.0000009000,fireworks_ai,chat,True,,,https://fireworks.ai/pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireworks_ai/accounts/fireworks/models/yi-large,32768,32768,32768,0.0000030000,0.0000030000,fireworks_ai,chat,True,,,https://fireworks.ai/pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireworks_ai/accounts/fireworks/models/deepseek-coder-v2-instruct,65536,65536,8192,0.0000012000,0.0000012000,fireworks_ai,chat,True,,,https://fireworks.ai/pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/mistralai/Mistral-7B-Instruct-v0.1,16384,16384,16384,0.0000001500,0.0000001500,anyscale,chat,True,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/mistralai-Mistral-7B-Instruct-v0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/mistralai/Mixtral-8x7B-Instruct-v0.1,16384,16384,16384,0.0000001500,0.0000001500,anyscale,chat,True,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/mistralai-Mixtral-8x7B-Instruct-v0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/mistralai/Mixtral-8x22B-Instruct-v0.1,65536,65536,65536,0.0000009000,0.0000009000,anyscale,chat,True,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/mistralai-Mixtral-8x22B-Instruct-v0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/HuggingFaceH4/zephyr-7b-beta,16384,16384,16384,0.0000001500,0.0000001500,anyscale,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/google/gemma-7b-it,8192,8192,8192,0.0000001500,0.0000001500,anyscale,chat,,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/google-gemma-7b-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/meta-llama/Llama-2-7b-chat-hf,4096,4096,4096,0.0000001500,0.0000001500,anyscale,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/meta-llama/Llama-2-13b-chat-hf,4096,4096,4096,0.0000002500,0.0000002500,anyscale,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/meta-llama/Llama-2-70b-chat-hf,4096,4096,4096,0.0000010000,0.0000010000,anyscale,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/codellama/CodeLlama-34b-Instruct-hf,4096,4096,4096,0.0000010000,0.0000010000,anyscale,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/codellama/CodeLlama-70b-Instruct-hf,4096,4096,4096,0.0000010000,0.0000010000,anyscale,chat,,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/codellama-CodeLlama-70b-Instruct-hf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/meta-llama/Meta-Llama-3-8B-Instruct,8192,8192,8192,0.0000001500,0.0000001500,anyscale,chat,,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/meta-llama-Meta-Llama-3-8B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anyscale/meta-llama/Meta-Llama-3-70B-Instruct,8192,8192,8192,0.0000010000,0.0000010000,anyscale,chat,,,,https://docs.anyscale.com/preview/endpoints/text-generation/supported-models/meta-llama-Meta-Llama-3-70B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudflare/@cf/meta/llama-2-7b-chat-fp16,3072,3072,3072,0.0000019230,0.0000019230,cloudflare,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudflare/@cf/meta/llama-2-7b-chat-int8,2048,2048,2048,0.0000019230,0.0000019230,cloudflare,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudflare/@cf/mistral/mistral-7b-instruct-v0.1,8192,8192,8192,0.0000019230,0.0000019230,cloudflare,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudflare/@hf/thebloke/codellama-7b-instruct-awq,4096,4096,4096,0.0000019230,0.0000019230,cloudflare,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-01,4096,4096,,0.0000001000,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-lite-01,4096,4096,,0.0000001000,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-large-2,16000,16000,,0.0000001200,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-law-2,16000,16000,,0.0000001200,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-code-2,16000,16000,,0.0000001200,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-2,4000,4000,,0.0000001000,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyage/voyage-lite-02-instruct,4000,4000,,0.0000001000,0.0000000000,voyage,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-meta-llama-3-1-405b-instruct,128000,128000,128000,0.0000050000,0.0000150000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-meta-llama-3-1-70b-instruct,128000,128000,128000,0.0000010000,0.0000030000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-dbrx-instruct,32768,32768,32768,0.0000007500,0.0000022500,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-meta-llama-3-70b-instruct,8192,8192,8192,0.0000010000,0.0000030000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-llama-2-70b-chat,4096,4096,4096,0.0000005000,0.0000015000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-mixtral-8x7b-instruct,4096,4096,4096,0.0000005000,0.0000010000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-mpt-30b-instruct,8192,8192,8192,0.0000010000,0.0000010000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-mpt-7b-instruct,8192,8192,8192,0.0000005000,0.0000005000,databricks,chat,,,,https://www.databricks.com/product/pricing/foundation-model-serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
databricks/databricks-bge-large-en,512,512,,0.0000001000,0.0000000000,databricks,embedding,,,,https://www.databricks.com/product/pricing/foundation-model-serving,1024.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
